point_index,markov_p1,ml_mc_p1,ml_informed_markov_p1,ml_informed_markov_unsmoothed_p1,hybrid_p1,set1,set2,gm1,gm2
34,0.8410002059934689,0.5766666666666667,0.8440212308275497,0.741418722887565,0.6171978093634429,0,0,3.0,1.0
35,0.8611592728147243,0.6133333333333333,0.8796198377614137,0.8011149603745923,0.6695072129491152,0,0,3.0,1.0
36,0.8410002059934689,0.56,0.828642857468604,0.741418722887565,0.5937200247192164,0,0,3.0,1.0
37,0.7941031760239775,0.5033333333333333,0.7495817209389679,0.6864999543563133,0.505271798951271,0,0,3.0,2.0
38,0.8073421814739441,0.56,0.7523506029488927,0.8047899745930207,0.5896810617768733,0,0,3.0,2.0
39,0.8271523171312759,0.5633333333333334,0.7380920881058752,0.7250311745167879,0.5967504046144061,0,0,3.0,2.0
40,0.8514133681600181,0.59,0.742669871922552,0.737782460565612,0.6370544062688033,0,0,3.0,2.0
41,0.7776696945510541,0.5,0.6209950499236871,0.6761638674060935,0.5,0,0,3.0,3.0
42,0.784733494793012,0.4766666666666667,0.6565282540899174,0.6807565010259892,0.4910431186458961,0,0,3.0,3.0
43,0.7893808738158158,0.5233333333333333,0.6864424937561902,0.6834981615798896,0.5357488852225158,0,0,3.0,3.0
44,0.791693396838814,0.4866666666666667,0.7270077219712827,0.8020162760612586,0.4948007128045906,0,0,3.0,3.0
45,0.7902492070454596,0.5,0.6705286399999411,0.6937451535720885,0.5,0,0,3.0,3.0
46,0.7923141934770179,0.4866666666666667,0.6940972591506299,0.684974984084717,0.49481726738160936,0,0,4.0,3.0
47,0.7842372063539855,0.51,0.7223380626396102,0.6795311413409921,0.5154847441270798,0,0,4.0,3.0
48,0.7949868481196063,0.5466666666666666,0.711907410801292,0.688365434676727,0.5698432169356077,0,0,4.0,3.0
49,0.8143553991052123,0.58,0.7135258263183815,0.7090286260047972,0.6174968638568339,0,0,4.0,3.0
50,0.8444056244419457,0.59,0.7293153610121131,0.7229870834189566,0.6357930123995502,0,0,4.0,3.0
51,0.7739944208520089,0.5133333333333333,0.640772689964531,0.7491813163828612,0.5202842956671646,0,0,4.0,4.0
